owner_id,license_plate,brand,color
105491,CDA39B89,VW,Azul Claro
104103,ACF74B89,Fiat,Preto
100633,DCA55B89,Toyota,Azul Claro
101923,BEB12B89,Chevrolet,Azul Claro
105541,DEB32B89,VW,Prata
103132,EEF70B89,VW,Preto
109348,EAE52B89,Toyota,Vermelho
103701,FFA30B89,VW,Preto
102940,FEC23B89,Honda,Prata
102854,AAA27B89,Toyota,Prata
101032,EDE98B89,Fiat,Branco
103147,AED64B89,VW,Azul Claro
104714,BFC59B89,Chevrolet,Branco
109318,FEF57B89,Fiat,Vermelho
107318,DBD29B89,VW,Azul Claro
103357,BBC90B89,Honda,Azul Claro
106653,DED36B89,Toyota,Preto
102774,ACA86B89,Fiat,Azul Claro
100236,BDC77B89,Chevrolet,Azul Claro
104918,BAB53B89,Fiat,Vermelho
104169,BFD74B89,Fiat,Azul Claro
100407,EAC72B89,Honda,Preto
108682,BAE48B89,Honda,Prata
107943,BFC41B89,Toyota,Branco
108963,CBA40B89,VW,Azul Claro
101623,AEF67B89,Honda,Prata
101595,ABC34B89,Fiat,Vermelho
109499,ACA71B89,VW,Azul Claro
101553,CED17B89,Chevrolet,Vermelho
100170,BFE30B89,Chevrolet,Vermelho
102882,CAA12B89,Honda,Prata
103205,AFF57B89,Toyota,Vermelho
105774,DDB62B89,Chevrolet,Vermelho
105960,DFA82B89,Fiat,Azul Claro
103645,CCE21B89,Honda,Branco
108230,FAF92B89,Chevrolet,Azul Claro
109811,CCB49B89,Chevrolet,Azul Claro
101033,BCC64B89,Fiat,Azul Claro
105003,CAC21B89,Chevrolet,Azul Claro
100942,BCF96B89,Chevrolet,Azul Claro
101385,DAC41B89,Chevrolet,Prata
105746,DAE79B89,Honda,Vermelho
100683,FFB36B89,VW,Preto
108693,CEF80B89,Chevrolet,Preto
101546,DAB40B89,VW,Azul Claro
100896,BAA95B89,Toyota,Preto
103342,FDD66B89,VW,Preto
108176,CDE99B89,Toyota,Prata
100679,DDB77B89,Chevrolet,Vermelho
108644,AEB87B89,Honda,Branco
101497,EFC32B89,Chevrolet,Prata
100800,CCA68B89,VW,Branco
100747,DEA99B89,Toyota,Prata
104029,CEB71B89,Honda,Azul Claro
107978,EBB65B89,Fiat,Azul Claro
105503,CFE58B89,Honda,Azul Claro
102206,BBF93B89,Toyota,Vermelho
103056,FFB83B89,Fiat,Branco
108691,DAA81B89,Honda,Azul Claro
100590,EBC91B89,Toyota,Preto
109064,EFB86B89,Chevrolet,Preto
105478,BEF49B89,Fiat,Preto
103689,BCB76B89,Toyota,Azul Claro
101491,CBA66B89,Fiat,Preto
105919,DBF32B89,Toyota,Branco
107747,FEC23B89,Fiat,Branco
103137,EEB25B89,Fiat,Azul Claro
101405,FEA77B89,Honda,Prata
100962,ADE34B89,Toyota,Branco
103136,BFB13B89,VW,Branco
109575,CEC61B89,Honda,Preto
107266,ADE40B89,Honda,Vermelho
105905,ADD55B89,Toyota,Preto
108362,DAE70B89,VW,Azul Claro
106133,BDA47B89,Chevrolet,Branco
106784,DCF85B89,VW,Prata
103446,BFA69B89,Honda,Branco
103286,FBB36B89,VW,Preto
109501,DAB79B89,VW,Branco
107628,DBA35B89,VW,Vermelho
109085,EDA13B89,Fiat,Preto
105014,AFE54B89,Fiat,Azul Claro
109576,DDA82B89,Fiat,Prata
101187,CAA21B89,Fiat,Prata
104316,CBB86B89,Honda,Branco
107455,BAD75B89,VW,Preto
108289,ADF89B89,Fiat,Vermelho
100776,CFD45B89,Chevrolet,Preto
101790,EED21B89,Chevrolet,Prata
109355,FCC24B89,Toyota,Prata
105994,CCE94B89,Fiat,Azul Claro
104682,DAC95B89,Toyota,Vermelho
106538,FDB65B89,Chevrolet,Branco
105680,EAE85B89,Fiat,Prata
106094,ACB35B89,Fiat,Branco
100074,EBC67B89,Fiat,Preto
104764,FAA37B89,Toyota,Branco
100492,FCB42B89,Fiat,Azul Claro
103325,EBF75B89,Honda,Azul Claro
109866,BEC29B89,Toyota,Branco
107374,EAC50B89,Chevrolet,Preto
106245,DEB19B89,Honda,Preto
100824,DDC13B89,VW,Vermelho
102049,CEB83B89,Fiat,Vermelho
104251,BFD74B89,Chevrolet,Preto
109568,FEF67B89,Toyota,Vermelho
108861,BCA41B89,VW,Azul Claro
101612,FAE41B89,Fiat,Prata
104955,ABE96B89,VW,Preto
105412,DFE17B89,Toyota,Prata
103124,FDA98B89,VW,Prata
106760,EAF15B89,Honda,Azul Claro
107477,AFC97B89,Chevrolet,Preto
105440,EFA42B89,Chevrolet,Branco
108700,DEB77B89,VW,Azul Claro
104876,EFE98B89,VW,Azul Claro
106336,BAB94B89,Honda,Preto
102675,FCA67B89,Honda,Preto
109770,CBA30B89,Chevrolet,Azul Claro
106266,DCF78B89,Fiat,Branco
107009,ECA13B89,VW,Preto
103667,AEB89B89,Honda,Azul Claro
104042,ADA72B89,Chevrolet,Azul Claro
102256,DFD65B89,Toyota,Branco
101744,DCC54B89,Chevrolet,Vermelho
104177,DAE93B89,VW,Branco
104862,ECD98B89,Toyota,Preto
101822,ACF64B89,Chevrolet,Vermelho
100811,FAC52B89,Honda,Azul Claro
100868,FFB50B89,Chevrolet,Vermelho
106237,BED89B89,Honda,Prata
101542,FBE44B89,Honda,Prata
108527,EEB26B89,Fiat,Prata
103280,AAB66B89,Toyota,Vermelho
109259,FFF61B89,VW,Vermelho
109667,FDC59B89,Fiat,Preto
100593,DCF37B89,Fiat,Prata
107864,EBA87B89,VW,Azul Claro
106495,CAF55B89,Toyota,Azul Claro
106494,AAF74B89,Fiat,Branco
106966,EFC59B89,Fiat,Prata
103524,BED50B89,Fiat,Branco
105142,BBF53B89,Toyota,Prata
106076,CCC49B89,Chevrolet,Prata
109210,DFE96B89,Honda,Preto
101262,ABA68B89,Chevrolet,Branco
102558,CBC53B89,Fiat,Azul Claro
104963,CDA44B89,Toyota,Preto
101844,FAF60B89,VW,Vermelho
106328,DDF89B89,Honda,Azul Claro
108051,CCA49B89,Fiat,Prata
106073,EBB88B89,Honda,Azul Claro
108695,BBB63B89,Honda,Vermelho
104533,FCD36B89,Honda,Prata
108517,ADD92B89,Chevrolet,Preto
105498,DEE78B89,VW,Azul Claro
104044,FFC66B89,Honda,Azul Claro
109892,FFA78B89,Fiat,Prata
101289,ACE84B89,Toyota,Prata
109159,FBE34B89,Fiat,Prata
104473,FBD74B89,Toyota,Azul Claro
103372,CFC37B89,VW,Branco
107636,CFC57B89,Toyota,Prata
108413,EDD30B89,Honda,Branco
103634,FCD92B89,VW,Branco
103791,BBF79B89,VW,Azul Claro
101743,ADB20B89,Fiat,Azul Claro
109275,EDD22B89,Fiat,Branco
106892,FAB81B89,Chevrolet,Preto
103517,CDF67B89,Toyota,Vermelho
101607,CCB78B89,Honda,Branco
103605,EED28B89,Honda,Vermelho
108535,AEF24B89,Honda,Azul Claro
109208,ADF18B89,VW,Preto
101260,BFF25B89,Honda,Prata
104604,FFE33B89,Fiat,Preto
103396,DBE83B89,Chevrolet,Prata
100029,CFC68B89,Honda,Azul Claro
100520,BDD64B89,Toyota,Azul Claro
105953,ECE78B89,VW,Preto
100131,ABD64B89,Toyota,Preto
104643,FFA26B89,Honda,Azul Claro
109698,FFB91B89,Chevrolet,Branco
100497,CBE20B89,VW,Preto
108336,EEE30B89,Toyota,Vermelho
102336,EEC78B89,Honda,Prata
103664,ADC66B89,VW,Preto
106509,DDB79B89,VW,Branco
107089,ABC35B89,VW,Prata
108582,FCF38B89,Chevrolet,Prata
106650,EFB32B89,Fiat,Preto
101979,ABE23B89,Toyota,Vermelho
106080,AFE79B89,Chevrolet,Azul Claro
107894,DDA99B89,VW,Vermelho
105179,EAC46B89,Honda,Azul Claro
107051,EEA70B89,Fiat,Preto
102424,ACB68B89,Chevrolet,Azul Claro
107861,EBD12B89,VW,Branco
103597,AEE59B89,VW,Branco
102201,BFF34B89,Chevrolet,Azul Claro
105489,EFD64B89,Fiat,Branco
101579,BDE86B89,Fiat,Vermelho
104398,EFD96B89,VW,Preto
108658,ABC54B89,VW,Prata
106294,DDE82B89,Toyota,Branco
102326,EAB76B89,VW,Azul Claro
105039,BDF59B89,Chevrolet,Preto
109237,BFC65B89,Toyota,Prata
109227,EAC90B89,Fiat,Branco
105587,DDC58B89,Toyota,Prata
106480,BFC43B89,Toyota,Preto
107663,CBA44B89,Honda,Branco
107599,BCD54B89,Chevrolet,Prata
108821,CDE56B89,Fiat,Branco
109803,DEF28B89,Fiat,Preto
105066,BAC52B89,Honda,Preto
107162,ACA20B89,Honda,Preto
104539,FFB18B89,Chevrolet,Vermelho
102769,DDD22B89,Toyota,Prata
100388,DAD90B89,Fiat,Vermelho
101953,BBB50B89,Fiat,Preto
101849,FDF17B89,Chevrolet,Preto
103055,DBA31B89,VW,Branco
104820,AAE66B89,Honda,Azul Claro
105812,EEB26B89,Chevrolet,Azul Claro
100315,ACC82B89,VW,Azul Claro
102004,DAA40B89,Chevrolet,Prata
105174,FAD55B89,Fiat,Prata
100413,EBF32B89,Honda,Branco
101567,BCB53B89,VW,Azul Claro
100894,BED78B89,VW,Vermelho
103383,AAF89B89,Fiat,Azul Claro
104908,CBA29B89,VW,Azul Claro
101381,FCC10B89,Fiat,Preto
100605,DDC49B89,Fiat,Prata
100015,ADC77B89,VW,Azul Claro
108276,DAC79B89,Chevrolet,Vermelho
109392,EDB30B89,VW,Vermelho
109015,AEF15B89,Honda,Prata
103049,DFB76B89,Toyota,Preto
103952,CBA32B89,Toyota,Vermelho
100309,CEC73B89,Toyota,Preto
101483,AFA20B89,Toyota,Prata
101253,ECB38B89,Chevrolet,Preto
106669,CDE29B89,Chevrolet,Azul Claro
107445,FFA94B89,Chevrolet,Prata
101149,FDC54B89,Fiat,Vermelho
105629,AFA78B89,Toyota,Branco
102517,CBF13B89,VW,Vermelho
107300,CEC68B89,Honda,Vermelho
108574,EFC18B89,VW,Azul Claro
100926,DCC91B89,Fiat,Vermelho
102128,CAC76B89,Chevrolet,Preto
100702,CBD99B89,Fiat,Preto
101947,AAA27B89,Fiat,Preto
104866,AFA42B89,Toyota,Prata
103674,BCB18B89,Fiat,Preto
103842,CAC68B89,Fiat,Branco
105303,DDD78B89,Toyota,Prata
100175,CEB37B89,Honda,Azul Claro
101111,FCF48B89,Honda,Prata
108754,BAF39B89,Honda,Prata
101904,ECE16B89,Toyota,Vermelho
105365,AAF64B89,VW,Branco
100637,BBF59B89,Fiat,Azul Claro
100248,BCB42B89,Toyota,Azul Claro
102406,CDB25B89,VW,Prata
107809,DED85B89,VW,Vermelho
100696,AAF23B89,Chevrolet,Prata
101622,CDC23B89,VW,Vermelho
107721,EBF99B89,VW,Azul Claro
100612,DDD44B89,Fiat,Prata
108577,BAC61B89,Chevrolet,Prata
102228,BFC21B89,Chevrolet,Azul Claro
105378,DDB47B89,Fiat,Preto
109457,BBD10B89,Honda,Preto
109971,BEE46B89,Fiat,Prata
100070,DAF71B89,VW,Vermelho
107387,BFB45B89,Chevrolet,Azul Claro
101178,BBC10B89,Toyota,Prata
105223,BAC87B89,Fiat,Vermelho
100048,DCF28B89,Toyota,Preto
100830,BDD40B89,VW,Preto
101891,AFD71B89,Honda,Vermelho
104844,CEA32B89,Toyota,Preto
102010,BBC53B89,Fiat,Vermelho
102994,DAA55B89,VW,Azul Claro
103114,AFA56B89,Fiat,Prata
101998,FFA95B89,Honda,Vermelho
102567,ADB85B89,Toyota,Prata
101902,CBA33B89,VW,Prata
102089,EDE11B89,VW,Vermelho
104263,EFF11B89,Fiat,Vermelho
103759,AAE37B89,Honda,Prata
104191,EDF87B89,Honda,Vermelho
102612,CDC63B89,Chevrolet,Preto
102957,CCE99B89,VW,Vermelho
101089,CED86B89,Toyota,Branco
105892,CEF19B89,Fiat,Preto
107687,EDB76B89,Toyota,Preto
106114,DAA44B89,Chevrolet,Branco
101083,FEE82B89,Fiat,Azul Claro
108423,FBF28B89,Chevrolet,Preto
102853,EDF67B89,Honda,Azul Claro
104120,BAB50B89,Honda,Prata
106725,DBA44B89,Toyota,Azul Claro
107183,ADA18B89,Chevrolet,Branco
105516,CBF94B89,Toyota,Vermelho
100944,ACE67B89,Fiat,Vermelho
102823,ACA73B89,Toyota,Vermelho
106031,CFE30B89,VW,Prata
100698,EFE38B89,VW,Branco
108581,DCB87B89,VW,Branco
102489,BFA19B89,Fiat,Prata
106315,FED70B89,Fiat,Azul Claro
106101,EFE57B89,Toyota,Branco
103328,ECA31B89,Chevrolet,Azul Claro
103638,FCC46B89,Honda,Preto
109996,BAF81B89,Fiat,Vermelho
105359,DFE60B89,Toyota,Branco
100367,FEF54B89,Fiat,Prata
100143,AFD56B89,VW,Vermelho
109247,CAC51B89,Fiat,Branco
101204,CAC86B89,Fiat,Prata
105620,DAD32B89,Honda,Branco
101152,BBD12B89,Fiat,Preto
106687,BAA39B89,Fiat,Branco
106920,BFE98B89,Honda,Branco
109305,ECC19B89,Toyota,Preto
104313,FBE78B89,Honda,Prata
104599,ADB38B89,Honda,Vermelho
107686,ADA90B89,VW,Vermelho
108225,DDB31B89,VW,Vermelho
102490,EDA18B89,Chevrolet,Prata
102012,AFD79B89,Honda,Prata
102615,CDF81B89,Toyota,Azul Claro
107984,DAE36B89,Honda,Branco
109666,BCB48B89,Fiat,Preto
101093,EBE99B89,Toyota,Vermelho
103188,CAF21B89,Chevrolet,Prata
100220,EBA48B89,Fiat,Prata
104996,BCC46B89,Toyota,Prata
100184,DAF32B89,Chevrolet,Preto
105758,CDA80B89,VW,Vermelho
101882,BEC99B89,VW,Branco
103626,EAB39B89,Honda,Preto
105256,AEC47B89,Honda,Azul Claro
104207,AFD88B89,Honda,Preto
106405,DFE95B89,Toyota,Vermelho
107486,EFA52B89,Chevrolet,Azul Claro
106465,FEF60B89,Chevrolet,Azul Claro
109813,BFA60B89,VW,Prata
108862,AEC23B89,Honda,Branco
109422,CFF75B89,Fiat,Preto
101605,AFD84B89,Honda,Vermelho
100592,EFF15B89,Chevrolet,Azul Claro
105405,BEF75B89,Fiat,Prata
109441,DDC26B89,Fiat,Preto
106676,CCA80B89,Honda,Branco
101028,AEC72B89,VW,Vermelho
108690,CEC61B89,Fiat,Prata
103925,BEE28B89,Chevrolet,Prata
103162,DDA40B89,Chevrolet,Branco
107026,BBE23B89,VW,Vermelho
100538,CAB29B89,Fiat,Preto
108513,ECB95B89,VW,Prata
108540,AEF60B89,VW,Preto
109696,CEE90B89,VW,Prata
107363,CCC32B89,VW,Branco
100692,FBB30B89,Toyota,Branco
104905,ADD95B89,Toyota,Branco
102341,BEA38B89,Fiat,Branco
108854,FFE52B89,Toyota,Preto
107261,DBA47B89,Toyota,Preto
108845,EFF31B89,Honda,Azul Claro
102310,DCD44B89,Fiat,Branco
106874,FAE34B89,Chevrolet,Branco
107732,AEB92B89,Honda,Branco
102369,BFD39B89,Chevrolet,Vermelho
107845,FFC92B89,Fiat,Preto
103455,DCF14B89,Chevrolet,Azul Claro
109727,EDC61B89,VW,Vermelho
107602,DEC57B89,Chevrolet,Azul Claro
109857,DEC16B89,Toyota,Branco
108931,ACB14B89,Toyota,Vermelho
108485,FBE14B89,Honda,Vermelho
107645,ECA68B89,VW,Prata
107075,EAD46B89,VW,Branco
106491,AEE52B89,VW,Preto
106685,DDB36B89,Fiat,Vermelho
106532,CBE59B89,Chevrolet,Prata
104162,CCA89B89,Honda,Vermelho
101765,FCE19B89,VW,Azul Claro
109178,FFC33B89,VW,Preto
104536,EFA53B89,Chevrolet,Azul Claro
104597,FEE30B89,Toyota,Prata
109905,EBB32B89,Chevrolet,Preto
107052,AFC91B89,Honda,Prata
106379,CBF23B89,Honda,Preto
104000,DCF55B89,VW,Prata
100465,CAE15B89,VW,Branco
108781,BEA95B89,Fiat,Branco
101197,DDA61B89,VW,Vermelho
104209,BBE51B89,Fiat,Prata
107497,AFE95B89,Chevrolet,Vermelho
105123,CBD77B89,Fiat,Prata
108659,CBD39B89,Chevrolet,Prata
104131,ECA80B89,Toyota,Azul Claro
106064,DDA73B89,VW,Vermelho
107993,CFB22B89,Toyota,Azul Claro
109238,DDC38B89,Honda,Prata
102531,AAD15B89,Fiat,Branco
103420,DBD68B89,Toyota,Prata
105514,BFB51B89,Honda,Preto
104003,BCC52B89,Fiat,Branco
109091,DDA83B89,Fiat,Azul Claro
106757,CED62B89,Honda,Preto
108110,EDB92B89,Fiat,Branco
102019,CBC45B89,VW,Branco
108898,EEF48B89,Fiat,Azul Claro
106209,BEB17B89,VW,Azul Claro
105786,DEF19B89,Honda,Branco
104964,BCD37B89,Chevrolet,Prata
100845,DDE28B89,Toyota,Branco
103510,DDB58B89,Toyota,Azul Claro
104111,BEA94B89,Fiat,Branco
102430,DAA17B89,Fiat,Branco
104486,FED85B89,VW,Prata
101945,FEB32B89,Honda,Azul Claro
105169,DBE56B89,Honda,Azul Claro
101529,DDB62B89,Honda,Preto
108787,CFC95B89,VW,Preto
102570,FBE25B89,Chevrolet,Prata
106239,DDD12B89,VW,Prata
106173,DBB96B89,Fiat,Prata
107427,FBE74B89,Fiat,Vermelho
107152,FFA91B89,Toyota,Azul Claro
102306,FFF51B89,Fiat,Prata
105050,FAD67B89,Fiat,Azul Claro
103086,CAB71B89,VW,Vermelho
108046,ABA13B89,VW,Preto
106388,DCF87B89,Chevrolet,Branco
103557,EFF55B89,VW,Prata
104455,AAD11B89,Honda,Azul Claro
103610,EBD24B89,Chevrolet,Vermelho
103283,ABC59B89,Chevrolet,Vermelho
109432,EFF66B89,Honda,Branco
107778,FCD96B89,Chevrolet,Prata
109322,CBD85B89,VW,Prata
102526,CCC88B89,Honda,Azul Claro
107189,FAE76B89,Honda,Preto
103815,FEA34B89,VW,Branco
106340,CAC79B89,Toyota,Prata
107424,FDE53B89,Chevrolet,Preto
100158,AAA64B89,Honda,Prata
102452,DAD36B89,Fiat,Vermelho
101237,BFA65B89,VW,Prata
102082,CCD59B89,Honda,Azul Claro
102060,BFA31B89,Honda,Azul Claro
100881,AFB52B89,Honda,Vermelho
103307,EAC72B89,Honda,Azul Claro
100276,CDF68B89,Honda,Prata
100666,CBB26B89,Toyota,Prata
104959,DDE14B89,Fiat,Vermelho
104883,EFA47B89,Toyota,Prata
100133,FCE62B89,Chevrolet,Azul Claro
104802,FEF43B89,VW,Vermelho
105385,ECB65B89,Toyota,Azul Claro
109643,EBD73B89,Honda,Prata
100408,FEA66B89,Honda,Preto
108385,FEC10B89,Toyota,Branco
107167,ACB46B89,VW,Branco
103327,EEB66B89,Chevrolet,Branco
102058,BCD20B89,Toyota,Prata
109111,BFC70B89,Chevrolet,Azul Claro
107285,EFF72B89,Fiat,Vermelho
105098,DBD15B89,Honda,Preto
107303,AFD70B89,Chevrolet,Branco
105792,DFB81B89,Toyota,Azul Claro
102764,DAD57B89,VW,Branco
107994,BAE45B89,Fiat,Preto
102537,EEE21B89,Fiat,Preto
109749,DAA68B89,Toyota,Branco
104716,DEF54B89,Chevrolet,Branco
107005,CFF35B89,Fiat,Preto
102215,DCF18B89,Honda,Azul Claro
104631,DDF51B89,VW,Vermelho
103045,BCB53B89,Fiat,Azul Claro
101647,EAA97B89,Toyota,Branco
101482,BCB53B89,Fiat,Prata
108395,ABE64B89,Toyota,Preto
105042,EDB70B89,Fiat,Branco
100354,FAD28B89,Fiat,Preto
102943,BDF93B89,Fiat,Azul Claro
105391,DCE93B89,Fiat,Vermelho
106091,AEC57B89,Fiat,Vermelho
100786,BCC59B89,Toyota,Azul Claro
107585,ACA41B89,VW,Branco
106072,CBF28B89,Toyota,Branco
100369,DDD32B89,Toyota,Vermelho
103693,EEF50B89,Fiat,Preto
102548,ABF66B89,VW,Vermelho
103440,DAC62B89,Chevrolet,Vermelho
109257,EAB62B89,Honda,Preto
100717,EAA58B89,Toyota,Branco
108076,ECF20B89,VW,Preto
103469,FDE34B89,Toyota,Prata
102851,FBF19B89,Chevrolet,Branco
109835,DFC50B89,Chevrolet,Prata
100142,BEF14B89,Honda,Branco
105714,AFF91B89,VW,Azul Claro
107850,ACA72B89,Chevrolet,Azul Claro
104064,FCE86B89,Honda,Prata
104781,CBD76B89,VW,Vermelho
101858,DBA16B89,Honda,Branco
108951,FBE59B89,Toyota,Prata
103723,AEC50B89,Honda,Prata
104343,CAA43B89,VW,Vermelho
103738,CBF77B89,Chevrolet,Azul Claro
105549,AFB61B89,Fiat,Azul Claro
103355,DFC26B89,VW,Preto
100521,CCB81B89,Toyota,Branco
104030,FAC32B89,VW,Azul Claro
104835,ADE36B89,Honda,Vermelho
100771,CAA16B89,Honda,Prata
109039,CDD95B89,Honda,Vermelho
107841,BCA63B89,Chevrolet,Preto
107301,ABD43B89,Toyota,Azul Claro
104620,FFB55B89,Toyota,Azul Claro
108956,AAC52B89,Toyota,Vermelho
104744,CED56B89,Fiat,Vermelho
101057,AEF31B89,Fiat,Azul Claro
100951,FBC38B89,Honda,Azul Claro
107567,BFB36B89,Chevrolet,Branco
109916,BAB12B89,Honda,Azul Claro
101141,FCC59B89,Toyota,Preto
100872,CEB97B89,Fiat,Branco
109777,FEA32B89,Chevrolet,Vermelho
104015,DCB67B89,Honda,Preto
104231,AAC27B89,Honda,Preto
106374,AEA18B89,Chevrolet,Preto
109007,FDA52B89,VW,Preto
106863,FCF56B89,Honda,Azul Claro
103492,CEC28B89,Fiat,Azul Claro
107426,ECE99B89,Fiat,Prata
105139,AAB16B89,Fiat,Vermelho
109205,AAD21B89,Chevrolet,Preto
105661,FFC24B89,Toyota,Branco
107020,BAE65B89,Fiat,Vermelho
105181,FEE28B89,Honda,Azul Claro
109571,DCE21B89,VW,Prata
101924,AFD43B89,Honda,Prata
108158,AFD53B89,Chevrolet,Vermelho
108562,DEF38B89,VW,Vermelho
108436,CBD62B89,Fiat,Preto
101351,FEB19B89,Toyota,Preto
103178,AFF14B89,Chevrolet,Azul Claro
105161,AFF42B89,Toyota,Preto
109372,AFE57B89,Chevrolet,Vermelho
100866,CAA59B89,Toyota,Preto
103344,FCD31B89,Chevrolet,Azul Claro
104301,EEC26B89,Chevrolet,Azul Claro
108052,EDE82B89,Toyota,Azul Claro
103533,CEE71B89,Honda,Branco
102449,BFE53B89,Toyota,Preto
101185,AFD86B89,VW,Branco
104900,ACB90B89,Chevrolet,Vermelho
109411,BFB78B89,Honda,Prata
108816,DAB59B89,Fiat,Azul Claro
100260,ABF94B89,Chevrolet,Vermelho
109287,CDA94B89,Honda,Branco
106953,CAE58B89,Honda,Preto
105814,AFE66B89,Chevrolet,Vermelho
109876,CBB13B89,Toyota,Prata
107136,EEF14B89,VW,Vermelho
107530,EAB11B89,Chevrolet,Vermelho
106569,BCA44B89,Toyota,Branco
102209,FDC95B89,Chevrolet,Preto
100833,DAC95B89,Chevrolet,Vermelho
109593,FCF64B89,VW,Azul Claro
101252,BBB56B89,Chevrolet,Vermelho
102920,DFB56B89,Fiat,Branco
108732,FEA80B89,Fiat,Prata
105808,FAE27B89,Chevrolet,Prata
100898,EAD44B89,Chevrolet,Preto
108685,DCB99B89,Honda,Preto
105271,BEF54B89,Toyota,Branco
107138,BCC90B89,Honda,Preto
102417,DEB66B89,Fiat,Azul Claro
104041,ABA47B89,Toyota,Prata
104676,DAF45B89,Toyota,Branco
102921,AAB46B89,VW,Preto
102809,DBA16B89,VW,Vermelho
102249,CAB66B89,Fiat,Azul Claro
103473,EED82B89,Toyota,Azul Claro
107718,FEA40B89,Chevrolet,Vermelho
108580,AFE59B89,Chevrolet,Branco
108899,ABF73B89,VW,Vermelho
109584,FFE82B89,VW,Branco
107942,CBB70B89,Chevrolet,Branco
107945,ABC87B89,VW,Vermelho
107048,DCE16B89,Honda,Prata
102459,ABB59B89,Honda,Branco
105293,ACF54B89,Honda,Azul Claro
109431,DBD83B89,Toyota,Azul Claro
100429,AFF54B89,VW,Branco
102966,BAF76B89,VW,Preto
105525,BAE62B89,Chevrolet,Azul Claro
107098,EEE28B89,Honda,Preto
106380,DEC76B89,Fiat,Vermelho
107411,BBD23B89,VW,Azul Claro
107696,CEC43B89,Toyota,Prata
100759,FBA85B89,Fiat,Preto
107010,BDE48B89,Chevrolet,Vermelho
107085,EEB38B89,Honda,Preto
109051,FCB87B89,Chevrolet,Azul Claro
103338,ABA21B89,Chevrolet,Azul Claro
108399,BCF55B89,Fiat,Prata
103008,EAA11B89,Fiat,Prata
107505,BFE16B89,Fiat,Azul Claro
103750,ABB40B89,VW,Azul Claro
109940,DFD43B89,Chevrolet,Preto
108559,ADE11B89,Chevrolet,Azul Claro
103841,EDD13B89,VW,Vermelho
106141,EDF98B89,Honda,Preto
109515,DFE55B89,VW,Vermelho
104395,EFA10B89,Chevrolet,Preto
102903,ECE73B89,Chevrolet,Azul Claro
106150,DCA30B89,Chevrolet,Vermelho
109369,AEA96B89,Chevrolet,Preto
109795,ADD27B89,Honda,Preto
107671,BDD95B89,VW,Branco
103010,FCE52B89,Fiat,Vermelho
103339,FAA28B89,Toyota,Vermelho
109389,DBA79B89,Toyota,Branco
106622,EEA16B89,Fiat,Vermelho
100620,EAE95B89,VW,Azul Claro
101656,DAC29B89,Toyota,Prata
102628,FAA52B89,Toyota,Branco
105445,ADA69B89,Honda,Azul Claro
103648,CBB19B89,Fiat,Azul Claro
109471,BDE37B89,Chevrolet,Azul Claro
105528,FAF37B89,Toyota,Prata
101999,CBA74B89,VW,Prata
105566,CDC95B89,Toyota,Prata
101686,DCD38B89,Fiat,Branco
103881,FAE43B89,Fiat,Prata
105286,EDC83B89,VW,Azul Claro
109282,DAE65B89,Toyota,Azul Claro
104215,DCF74B89,VW,Preto
105281,EAD17B89,Honda,Preto
105269,CBE73B89,Chevrolet,Prata
100918,BFB69B89,Honda,Azul Claro
105856,CBE84B89,Honda,Preto
103322,ABF25B89,Chevrolet,Vermelho
101723,ABE70B89,VW,Prata
100622,AEC22B89,Fiat,Preto
106899,AFE56B89,Honda,Azul Claro
108860,EAC90B89,Fiat,Branco
103465,BAE14B89,Chevrolet,Prata
106350,DBA17B89,Toyota,Preto
109999,BCF36B89,Chevrolet,Preto
102171,ACE33B89,Toyota,Prata
104735,ABA87B89,VW,Prata
103604,EAE33B89,Honda,Vermelho
106513,DED18B89,Fiat,Preto
107578,CFB20B89,Chevrolet,Preto
107168,DAD91B89,VW,Azul Claro
109402,AFE57B89,Honda,Prata
106058,CFA56B89,Toyota,Vermelho
100376,EBC75B89,Fiat,Branco
103460,EAE22B89,Toyota,Preto
107805,ADD11B89,Chevrolet,Prata
100825,FBC66B89,Chevrolet,Azul Claro
100704,DDD31B89,Toyota,Azul Claro
104012,FCC29B89,Fiat,Prata
102655,BDB66B89,Chevrolet,Vermelho
105477,DDE53B89,VW,Vermelho
104950,BFA67B89,Honda,Prata
109814,ACC27B89,Chevrolet,Azul Claro
108713,FBA39B89,Honda,Vermelho
107306,DEA80B89,Fiat,Azul Claro
106878,BDC15B89,Honda,Preto
109168,BDF28B89,Honda,Prata
109021,AFA13B89,Chevrolet,Vermelho
103442,CFA81B89,Chevrolet,Preto
108293,ABA99B89,Toyota,Azul Claro
108369,EBD18B89,Toyota,Preto
100208,CDC21B89,Fiat,Prata
102337,CBC52B89,Fiat,Branco
108546,DBB44B89,Honda,Branco
104872,EEA71B89,VW,Branco
103066,EFF23B89,Toyota,Preto
100619,DCB42B89,Fiat,Preto
109611,DCC52B89,Fiat,Prata
109540,CBC73B89,Fiat,Vermelho
103909,BAE88B89,VW,Prata
104582,BEB23B89,Chevrolet,Azul Claro
102639,FDD24B89,Honda,Vermelho
107646,ADB33B89,Toyota,Preto
106056,FCA74B89,Fiat,Preto
105172,CFF11B89,Chevrolet,Branco
101934,BCE93B89,Fiat,Azul Claro
100806,EBA42B89,VW,Prata
104694,FBC73B89,Honda,Branco
